Class	Helper Method Name	Total Number of Calls	Total Number of Distinct Test-Case Callers	Total Number of Multi-called Test Cases
org.apache.commons.math3.fitting.leastsquares.OptimumImpl	org.apache.commons.math3.linear.RealVector getSigma(double)	4	4	null
org.apache.commons.math3.fitting.leastsquares.OptimumImpl	double getRMS()	5	5	null
org.apache.commons.math3.fitting.leastsquares.OptimumImpl	org.apache.commons.math3.linear.RealMatrix getJacobian()	2	2	null
org.apache.commons.math3.fitting.leastsquares.OptimumImpl	double getCost()	2	2	null
org.apache.commons.math3.fitting.leastsquares.OptimumImpl	org.apache.commons.math3.linear.RealVector getResiduals()	4	4	null
org.apache.commons.math3.fitting.leastsquares.OptimumImpl	org.apache.commons.math3.linear.RealVector getPoint()	8	6	2
org.apache.commons.math3.fitting.leastsquares.LeastSquaresFactory$LocalLeastSquaresProblem$LazyUnweightedEvaluation	org.apache.commons.math3.linear.RealMatrix getJacobian()	2	2	null
org.apache.commons.math3.fitting.leastsquares.LeastSquaresFactory$LocalLeastSquaresProblem$LazyUnweightedEvaluation	org.apache.commons.math3.linear.RealVector getPoint()	3	2	1
org.apache.commons.math3.fitting.leastsquares.LeastSquaresFactory$LocalLeastSquaresProblem$LazyUnweightedEvaluation	org.apache.commons.math3.linear.RealVector getResiduals()	3	3	null
org.apache.commons.math3.fitting.leastsquares.LeastSquaresFactory$LocalLeastSquaresProblem	int getParameterSize()	2	2	null
org.apache.commons.math3.fitting.leastsquares.LeastSquaresFactory$LocalLeastSquaresProblem	org.apache.commons.math3.linear.RealVector getStart()	3	3	null
org.apache.commons.math3.fitting.leastsquares.LeastSquaresFactory$LocalLeastSquaresProblem	org.apache.commons.math3.fitting.leastsquares.LeastSquaresProblem$Evaluation evaluate(org.apache.commons.math3.linear.RealVector)	11	11	null
org.apache.commons.math3.fitting.leastsquares.GaussNewtonOptimizer	org.apache.commons.math3.fitting.leastsquares.LeastSquaresOptimizer$Optimum optimize(org.apache.commons.math3.fitting.leastsquares.LeastSquaresProblem)	15	14	1
org.apache.commons.math3.fitting.GaussianFitter	double[] fit()	9	9	null
org.apache.commons.math3.fitting.WeightedObservedPoints	void add(double,double)	10	5	1
org.apache.commons.math3.fitting.WeightedObservedPoints	void add(double,double,double)	9	9	null
org.apache.commons.math3.fitting.WeightedObservedPoints	void add(org.apache.commons.math3.fitting.WeightedObservedPoint)	5	3	2
org.apache.commons.math3.fitting.WeightedObservedPoints	java.util.List toList()	27	25	2
org.apache.commons.math3.fitting.WeightedObservedPoints	void clear()	2	2	null
org.apache.commons.math3.fitting.AbstractCurveFitter$TheoreticalValuesFunction$1	double[] value(double[])	2	1	1
org.apache.commons.math3.fitting.PolynomialCurveFitter	org.apache.commons.math3.fitting.PolynomialCurveFitter create(int)	4	4	null
org.apache.commons.math3.fitting.HarmonicFitter	double[] fit()	5	5	null
org.apache.commons.math3.fitting.HarmonicCurveFitter	org.apache.commons.math3.fitting.HarmonicCurveFitter create()	6	6	null
org.apache.commons.math3.ode.AbstractIntegrator$1	int compare(java.lang.Object,java.lang.Object)	10	6	2
org.apache.commons.math3.ode.nonstiff.GraggBulirschStoerIntegrator	void setStabilityCheck(boolean,int,int,double)	2	1	1
org.apache.commons.math3.ode.nonstiff.GraggBulirschStoerIntegrator	void setControlFactors(double,double,double,double)	2	1	1
org.apache.commons.math3.ode.nonstiff.GraggBulirschStoerIntegrator	void setOrderControl(int,double,double)	2	1	1
org.apache.commons.math3.ode.nonstiff.GraggBulirschStoerIntegrator	void addStepHandler(org.apache.commons.math3.ode.sampling.StepHandler)	13	13	null
org.apache.commons.math3.ode.nonstiff.GraggBulirschStoerIntegrator	void setInterpolationControl(boolean,int)	2	1	1
org.apache.commons.math3.ode.AbstractFieldIntegrator$1	int compare(java.lang.Object,java.lang.Object)	10	6	2
org.apache.commons.math3.ode.ExpandableStatefulODE	void setTime(double)	5	5	null
org.apache.commons.math3.ode.ExpandableStatefulODE	void setPrimaryState(double[])	5	5	null
org.apache.commons.math3.ode.ExpandableStatefulODE	double[] getPrimaryState()	3	3	null
org.apache.commons.math3.ode.events.EventState$1	double value(double)	90	36	30
org.apache.commons.math3.ode.events.EventState	boolean evaluateStep(org.apache.commons.math3.ode.sampling.StepInterpolator)	3	1	1
org.apache.commons.math3.ode.events.EventState	double getEventTime()	3	1	1
org.apache.commons.math3.ode.ContinuousOutputModel	void append(org.apache.commons.math3.ode.ContinuousOutputModel)	3	1	1
org.apache.commons.math3.ode.ContinuousOutputModel	double getFinalTime()	2	1	1
org.apache.commons.math3.ode.ContinuousOutputModel	void setInterpolatedTime(double)	16	14	1
org.apache.commons.math3.ode.ContinuousOutputModel	double[] getInterpolatedState()	13	13	null
org.apache.commons.math3.ode.JacobianMatrices	void registerVariationalEquations(org.apache.commons.math3.ode.ExpandableStatefulODE)	4	4	null
org.apache.commons.math3.ode.JacobianMatrices	void addParameterJacobianProvider(org.apache.commons.math3.ode.ParameterJacobianProvider)	2	2	null
org.apache.commons.math3.ode.JacobianMatrices	void setParameterizedODE(org.apache.commons.math3.ode.ParameterizedODE)	2	2	null
org.apache.commons.math3.ode.JacobianMatrices	void setParameterStep(java.lang.String,double)	4	2	1
org.apache.commons.math3.ode.JacobianMatrices	void setInitialMainStateJacobian(double[][])	2	2	null
org.apache.commons.math3.ode.JacobianMatrices	void setInitialParameterJacobian(java.lang.String,double[])	8	4	2
org.apache.commons.math3.ode.JacobianMatrices	void getCurrentMainSetJacobian(double[][])	4	4	null
org.apache.commons.math3.ode.JacobianMatrices	void getCurrentParameterJacobian(java.lang.String,double[])	7	4	2
org.apache.commons.math3.util.Combinations$LexicographicIterator	boolean hasNext()	100	75	17
org.apache.commons.math3.util.Combinations$LexicographicIterator	void remove()	2	2	null
org.apache.commons.math3.util.Combinations$LexicographicIterator	java.lang.Object next()	104	77	16
org.apache.commons.math3.util.ResizableDoubleArray	void addElement(double)	74	12	11
org.apache.commons.math3.util.ResizableDoubleArray	void addElements(double[])	5	1	1
org.apache.commons.math3.util.ResizableDoubleArray	double addElementRolling(double)	9	3	3
org.apache.commons.math3.util.ResizableDoubleArray	double substituteMostRecentElement(double)	2	1	1
org.apache.commons.math3.util.ResizableDoubleArray	void discardFrontElements(int)	5	2	2
org.apache.commons.math3.util.ResizableDoubleArray	void discardMostRecentElements(int)	6	3	2
org.apache.commons.math3.util.ResizableDoubleArray	double getContractionCriterion()	6	2	1
org.apache.commons.math3.util.ResizableDoubleArray	double getElement(int)	31	7	3
org.apache.commons.math3.util.ResizableDoubleArray	double[] getElements()	3	2	1
org.apache.commons.math3.util.ResizableDoubleArray	float getExpansionFactor()	7	3	1
org.apache.commons.math3.util.ResizableDoubleArray	int getExpansionMode()	5	2	1
org.apache.commons.math3.util.ResizableDoubleArray	int getCapacity()	18	5	4
org.apache.commons.math3.util.ResizableDoubleArray	int getNumElements()	37	12	10
org.apache.commons.math3.util.ResizableDoubleArray	void setElement(int,double)	8	4	2
org.apache.commons.math3.util.ResizableDoubleArray	void setExpansionFactor(float)	2	1	1
org.apache.commons.math3.util.ResizableDoubleArray	void setExpansionMode(int)	2	1	1
org.apache.commons.math3.util.ResizableDoubleArray	void setNumElements(int)	3	1	1
org.apache.commons.math3.util.OpenIntToFieldHashMap$Iterator	boolean hasNext()	2	1	1
org.apache.commons.math3.util.OpenIntToFieldHashMap$Iterator	void advance()	3	2	1
org.apache.commons.math3.util.MathUtils	int hash(double)	8	1	1
org.apache.commons.math3.util.MathUtils	boolean equals(double,double)	6	1	1
org.apache.commons.math3.util.MathUtils	int hash(double[])	9	2	2
org.apache.commons.math3.util.MathUtils	double normalizeAngle(double,double)	14	14	null
org.apache.commons.math3.util.MathUtils	double reduce(double,double,double)	17	2	1
org.apache.commons.math3.util.MathUtils	byte copySign(byte,byte)	13	4	3
org.apache.commons.math3.util.MathUtils	short copySign(short,short)	5	2	2
org.apache.commons.math3.util.MathUtils	int copySign(int,int)	5	2	2
org.apache.commons.math3.util.MathUtils	long copySign(long,long)	5	2	2
org.apache.commons.math3.util.MathUtils	void checkFinite(double)	3	1	1
org.apache.commons.math3.util.MathUtils	void checkFinite(double[])	3	1	1
org.apache.commons.math3.util.MathArrays	double[] scale(double,double[])	2	2	null
org.apache.commons.math3.util.MathArrays	double[] ebeAdd(double[],double[])	2	2	null
org.apache.commons.math3.util.MathArrays	double[] ebeSubtract(double[],double[])	2	2	null
org.apache.commons.math3.util.MathArrays	double[] ebeMultiply(double[],double[])	2	2	null
org.apache.commons.math3.util.MathArrays	double[] ebeDivide(double[],double[])	2	2	null
org.apache.commons.math3.util.MathArrays	double cosAngle(double[],double[])	10	3	3
org.apache.commons.math3.util.MathArrays	boolean isMonotonic(java.lang.Comparable[],org.apache.commons.math3.util.MathArrays$OrderDirection,boolean)	8	1	1
org.apache.commons.math3.util.MathArrays	boolean isMonotonic(double[],org.apache.commons.math3.util.MathArrays$OrderDirection,boolean)	8	1	1
org.apache.commons.math3.util.MathArrays	void checkOrder(double[],org.apache.commons.math3.util.MathArrays$OrderDirection,boolean)	9	1	1
org.apache.commons.math3.util.MathArrays	void checkRectangular(long[][])	4	1	1
org.apache.commons.math3.util.MathArrays	void checkPositive(double[])	4	1	1
org.apache.commons.math3.util.MathArrays	void checkNotNaN(double[])	4	1	1
org.apache.commons.math3.util.MathArrays	void checkNonNegative(long[])	4	1	1
org.apache.commons.math3.util.MathArrays	void checkNonNegative(long[][])	4	1	1
org.apache.commons.math3.util.MathArrays	void sortInPlace(double[],double[][])	5	3	1
org.apache.commons.math3.util.MathArrays	double[] copyOf(double[])	9	5	2
org.apache.commons.math3.util.MathArrays	int[] copyOf(int[],int)	2	2	null
org.apache.commons.math3.util.MathArrays	double[] copyOf(double[],int)	2	2	null
org.apache.commons.math3.util.MathArrays	double linearCombination(double[],double[])	12	5	1
org.apache.commons.math3.util.MathArrays	double linearCombination(double,double,double,double)	8	1	1
org.apache.commons.math3.util.MathArrays	double linearCombination(double,double,double,double,double,double)	11	4	1
org.apache.commons.math3.util.MathArrays	double linearCombination(double,double,double,double,double,double,double,double)	8	1	1
org.apache.commons.math3.util.MathArrays	boolean equals(double[],double[])	9	1	1
org.apache.commons.math3.util.MathArrays	boolean equalsIncludingNaN(double[],double[])	8	1	1
org.apache.commons.math3.util.MathArrays	double[] normalizeArray(double[],double)	8	2	1
org.apache.commons.math3.util.MathArrays	double[] convolve(double[],double[])	7	1	1
org.apache.commons.math3.util.MathArrays	void shuffle(int[],int,org.apache.commons.math3.util.MathArrays$Position,org.apache.commons.math3.random.RandomGenerator)	2	2	null
org.apache.commons.math3.util.MathArrays	int[] natural(int)	2	2	null
org.apache.commons.math3.util.MathArrays	int[] sequence(int,int,int)	2	2	null
org.apache.commons.math3.util.MathArrays	boolean verifyValues(double[],int,int)	9	2	2
org.apache.commons.math3.util.MathArrays	boolean verifyValues(double[],double[],int,int)	3	1	1
org.apache.commons.math3.util.MathArrays	double[] concatenate(double[][])	7	4	1
org.apache.commons.math3.util.MathArrays	double[] unique(double[])	4	4	null
org.apache.commons.math3.util.TransformerMap	boolean containsClass(java.lang.Class)	5	3	2
org.apache.commons.math3.util.TransformerMap	boolean containsTransformer(org.apache.commons.math3.util.NumberTransformer)	3	2	1
org.apache.commons.math3.util.TransformerMap	org.apache.commons.math3.util.NumberTransformer putTransformer(java.lang.Class,org.apache.commons.math3.util.NumberTransformer)	8	8	null
org.apache.commons.math3.util.Combinations	java.util.Iterator iterator()	4	3	1
org.apache.commons.math3.util.Combinations	java.util.Comparator comparator()	6	6	null
org.apache.commons.math3.util.MultidimensionalCounter	org.apache.commons.math3.util.MultidimensionalCounter$Iterator iterator()	4	4	null
org.apache.commons.math3.util.MultidimensionalCounter	int getDimension()	2	2	null
org.apache.commons.math3.util.MultidimensionalCounter	int[] getCounts(int)	3	2	1
org.apache.commons.math3.util.MultidimensionalCounter	int getCount(int[])	5	3	1
org.apache.commons.math3.util.MathArrays$1	int compare(java.lang.Object,java.lang.Object)	10	6	2
org.apache.commons.math3.util.IntegerSequence$Range	int size()	7	7	null
org.apache.commons.math3.util.IntegerSequence$Range	java.util.Iterator iterator()	8	8	null
org.apache.commons.math3.util.Precision	int compareTo(double,double,double)	26	12	8
org.apache.commons.math3.util.Precision	int compareTo(double,double,int)	23	2	2
org.apache.commons.math3.util.Precision	boolean equals(float,float)	2	1	1
org.apache.commons.math3.util.Precision	boolean equals(float,float,int)	15	2	2
org.apache.commons.math3.util.Precision	boolean equalsIncludingNaN(double,double)	5	2	1
org.apache.commons.math3.util.Precision	boolean equals(double,double,double)	14	3	3
org.apache.commons.math3.util.Precision	boolean equalsWithRelativeTolerance(double,double,double)	16	1	1
org.apache.commons.math3.util.Precision	boolean equalsIncludingNaN(double,double,double)	9	1	1
org.apache.commons.math3.util.Precision	boolean equals(double,double,int)	52	16	6
org.apache.commons.math3.util.Precision	boolean equalsIncludingNaN(double,double,int)	23	1	1
org.apache.commons.math3.util.Precision	double round(double,int)	20	1	1
org.apache.commons.math3.util.Precision	double round(double,int,int)	56	1	1
org.apache.commons.math3.util.Precision	float round(float,int)	16	1	1
org.apache.commons.math3.util.Precision	float round(float,int,int)	59	1	1
org.apache.commons.math3.util.IterationManager	void addIterationListener(org.apache.commons.math3.util.IterationListener)	8	8	null
org.apache.commons.math3.util.IterationManager	int getIterations()	4	2	2
org.apache.commons.math3.util.IntegerSequence$Incrementor	org.apache.commons.math3.util.IntegerSequence$Incrementor create()	6	6	null
org.apache.commons.math3.util.IntegerSequence$Incrementor	org.apache.commons.math3.util.IntegerSequence$Incrementor withStart(int)	5	5	null
org.apache.commons.math3.util.IntegerSequence$Incrementor	org.apache.commons.math3.util.IntegerSequence$Incrementor withMaximalCount(int)	5	5	null
org.apache.commons.math3.util.IntegerSequence$Incrementor	org.apache.commons.math3.util.IntegerSequence$Incrementor withIncrement(int)	6	6	null
org.apache.commons.math3.util.IntegerSequence$Incrementor	boolean canIncrement(int)	3	2	1
org.apache.commons.math3.util.IntegerSequence$Incrementor	void increment()	4	3	1
org.apache.commons.math3.util.IntegerSequence$Incrementor	boolean hasNext()	101	76	17
org.apache.commons.math3.util.IntegerSequence$Incrementor	void remove()	2	2	null
org.apache.commons.math3.util.IntegerSequence$Incrementor	java.lang.Object next()	104	77	16
org.apache.commons.math3.util.MathArrays$2	int compare(java.lang.Object,java.lang.Object)	10	6	2
org.apache.commons.math3.util.Combinations$LexicographicComparator	int compare(java.lang.Object,java.lang.Object)	10	6	2
org.apache.commons.math3.util.OpenIntToDoubleHashMap	double get(int)	15	11	3
org.apache.commons.math3.util.OpenIntToDoubleHashMap	boolean containsKey(int)	5	2	1
org.apache.commons.math3.util.OpenIntToDoubleHashMap	org.apache.commons.math3.util.OpenIntToDoubleHashMap$Iterator iterator()	2	2	null
org.apache.commons.math3.util.OpenIntToDoubleHashMap	int size()	13	9	4
org.apache.commons.math3.util.OpenIntToDoubleHashMap	double remove(int)	7	7	null
org.apache.commons.math3.util.OpenIntToDoubleHashMap	double put(int,double)	10	5	2
org.apache.commons.math3.util.IntegerSequence	org.apache.commons.math3.util.IntegerSequence$Range range(int,int)	2	2	null
org.apache.commons.math3.util.IntegerSequence	org.apache.commons.math3.util.IntegerSequence$Range range(int,int,int)	6	6	null
org.apache.commons.math3.util.DefaultTransformer	double transform(java.lang.Object)	6	6	null
org.apache.commons.math3.util.Decimal64Field	org.apache.commons.math3.util.Decimal64Field getInstance()	159	159	null
org.apache.commons.math3.util.Decimal64Field	java.lang.Class getRuntimeClass()	2	2	null
org.apache.commons.math3.util.Decimal64Field	java.lang.Object getOne()	13	11	2
org.apache.commons.math3.util.Decimal64Field	java.lang.Object getZero()	8	6	1
org.apache.commons.math3.util.ArithmeticUtils	int addAndCheck(int,int)	3	1	1
org.apache.commons.math3.util.ArithmeticUtils	long addAndCheck(long,long)	9	1	1
org.apache.commons.math3.util.ArithmeticUtils	int gcd(int,int)	21	2	1
org.apache.commons.math3.util.ArithmeticUtils	long gcd(long,long)	22	2	1
org.apache.commons.math3.util.ArithmeticUtils	int lcm(int,int)	14	1	1
org.apache.commons.math3.util.ArithmeticUtils	long lcm(long,long)	16	1	1
org.apache.commons.math3.util.ArithmeticUtils	int mulAndCheck(int,int)	3	1	1
org.apache.commons.math3.util.ArithmeticUtils	long mulAndCheck(long,long)	10	1	1
org.apache.commons.math3.util.ArithmeticUtils	int subAndCheck(int,int)	6	2	1
org.apache.commons.math3.util.ArithmeticUtils	long subAndCheck(long,long)	6	1	1
org.apache.commons.math3.util.ArithmeticUtils	int pow(int,int)	16	9	3
org.apache.commons.math3.util.ArithmeticUtils	long pow(long,int)	10	6	3
org.apache.commons.math3.util.ArithmeticUtils	long pow(long,long)	3	1	1
org.apache.commons.math3.util.ArithmeticUtils	java.math.BigInteger pow(java.math.BigInteger,int)	4	1	1
org.apache.commons.math3.util.ArithmeticUtils	java.math.BigInteger pow(java.math.BigInteger,long)	4	1	1
org.apache.commons.math3.util.ArithmeticUtils	java.math.BigInteger pow(java.math.BigInteger,java.math.BigInteger)	5	2	1
org.apache.commons.math3.util.BigReal	org.apache.commons.math3.util.BigReal add(org.apache.commons.math3.util.BigReal)	3	2	1
org.apache.commons.math3.util.BigReal	org.apache.commons.math3.util.BigReal subtract(org.apache.commons.math3.util.BigReal)	3	2	1
org.apache.commons.math3.util.BigReal	org.apache.commons.math3.util.BigReal negate()	3	1	1
org.apache.commons.math3.util.BigReal	org.apache.commons.math3.util.BigReal divide(org.apache.commons.math3.util.BigReal)	2	2	null
org.apache.commons.math3.util.BigReal	org.apache.commons.math3.util.BigReal reciprocal()	2	2	null
org.apache.commons.math3.util.BigReal	org.apache.commons.math3.util.BigReal multiply(org.apache.commons.math3.util.BigReal)	3	2	1
org.apache.commons.math3.util.BigReal	int compareTo(org.apache.commons.math3.util.BigReal)	4	1	1
org.apache.commons.math3.util.BigReal	double doubleValue()	25	7	3
org.apache.commons.math3.util.BigReal	java.math.BigDecimal bigDecimalValue()	2	1	1
org.apache.commons.math3.util.OpenIntToDoubleHashMap$Iterator	boolean hasNext()	2	1	1
org.apache.commons.math3.util.OpenIntToDoubleHashMap$Iterator	void advance()	3	2	1
org.apache.commons.math3.util.Decimal64	org.apache.commons.math3.util.Decimal64 add(org.apache.commons.math3.util.Decimal64)	27	1	1
org.apache.commons.math3.util.Decimal64	org.apache.commons.math3.util.Decimal64 subtract(org.apache.commons.math3.util.Decimal64)	21	1	1
org.apache.commons.math3.util.Decimal64	org.apache.commons.math3.util.Decimal64 negate()	7	1	1
org.apache.commons.math3.util.Decimal64	org.apache.commons.math3.util.Decimal64 multiply(org.apache.commons.math3.util.Decimal64)	27	1	1
org.apache.commons.math3.util.Decimal64	org.apache.commons.math3.util.Decimal64 divide(org.apache.commons.math3.util.Decimal64)	33	1	1
org.apache.commons.math3.util.Decimal64	org.apache.commons.math3.util.Decimal64 reciprocal()	4	1	1
org.apache.commons.math3.util.Decimal64	boolean isInfinite()	7	1	1
org.apache.commons.math3.util.Decimal64	boolean isNaN()	7	1	1
org.apache.commons.math3.util.OpenIntToFieldHashMap	org.apache.commons.math3.FieldElement get(int)	15	11	3
org.apache.commons.math3.util.OpenIntToFieldHashMap	boolean containsKey(int)	5	2	1
org.apache.commons.math3.util.OpenIntToFieldHashMap	org.apache.commons.math3.util.OpenIntToFieldHashMap$Iterator iterator()	2	2	null
org.apache.commons.math3.util.OpenIntToFieldHashMap	int size()	13	9	4
org.apache.commons.math3.util.OpenIntToFieldHashMap	org.apache.commons.math3.FieldElement remove(int)	7	7	null
org.apache.commons.math3.util.OpenIntToFieldHashMap	org.apache.commons.math3.FieldElement put(int,org.apache.commons.math3.FieldElement)	10	5	2
org.apache.commons.math3.util.CombinatoricsUtils	long binomialCoefficient(int,int)	18	8	3
org.apache.commons.math3.util.CombinatoricsUtils	double binomialCoefficientDouble(int,int)	8	4	3
org.apache.commons.math3.util.CombinatoricsUtils	double binomialCoefficientLog(int,int)	7	4	3
org.apache.commons.math3.util.CombinatoricsUtils	long factorial(int)	6	4	2
org.apache.commons.math3.util.CombinatoricsUtils	double factorialDouble(int)	4	2	2
org.apache.commons.math3.util.CombinatoricsUtils	double factorialLog(int)	3	2	1
org.apache.commons.math3.util.CombinatoricsUtils	long stirlingS2(int,int)	32	4	1
org.apache.commons.math3.util.CombinatoricsUtils	void checkBinomial(int,int)	3	3	null
org.apache.commons.math3.util.Incrementor$2	void setMaximalCount(int)	5	5	null
org.apache.commons.math3.util.Incrementor$2	void incrementCount()	16	6	5
org.apache.commons.math3.util.Incrementor	void setMaximalCount(int)	5	5	null
org.apache.commons.math3.util.Incrementor	int getMaximalCount()	3	3	null
org.apache.commons.math3.util.Incrementor	int getCount()	8	6	2
org.apache.commons.math3.util.Incrementor	boolean canIncrement()	5	2	1
org.apache.commons.math3.util.Incrementor	void incrementCount(int)	2	1	1
org.apache.commons.math3.util.Incrementor	void incrementCount()	16	6	5
org.apache.commons.math3.util.Combinations$SingletonIterator	boolean hasNext()	100	75	17
org.apache.commons.math3.util.Combinations$SingletonIterator	void remove()	2	2	null
